Logradouro,Longitude,Latitude
"SALVADOR MOTA, SAO PAULO",-46.5374254,-23.6080776
"CIDADE JARDIM, SAO PAULO",-47.4957191,-23.5069178
"LAUDICERIO MENDES DE OLIVEIRA, JACI",-49.5698708,-20.8925223
"LEIRIA, SAO BERNARDO DO CAMPO",-46.5573503,-23.7107874
"DOS PATRIOTAS, SAO PAULO",-46.8347355,-23.3360284
"LUCIO DE OLIVEIRA LIMA, LENCOIS PAULISTA",,
"JOSE CID STELLA, OSASCO",-46.7773526,-23.5496265
"VICTORIO SANTIM, SAO PAULO",-46.4537547,-23.5369271
"FRITZ JANK, SAO PAULO",-46.5628105,-23.5205677
"MARIO DE ANDRADE, SAO PAULO",-46.6417903,-23.5475417
"IRU, SAO PAULO",-46.5413023,-23.5633463
"REGIS BITTENCOURT, ITAPECERICA DA SERRA",-46.9141607,-23.7843324
"DR. MIGUEL SALAROLLI, BRAGANCA PAULISTA",-46.5418957,-22.9219332
"IVO MARIO ISAAC, COTIA",-47.0044231,-23.6598284
"AGUAI PIRASSUNUNGA, AGUAI",,
"MARGINAL AMADEU DEMISCKI, LUCELIA",,
"ANGELICA, SAO PAULO",-47.3071784,-22.7457168
"JOAQUIM MANUEL DE MACEDO, SAO PAULO",,
"HEITOR PENTEADO, SAO PAULO",-47.0663193907134,-22.90715145
"GUICHI YOSHIOKA, SAO PAULO",-46.4340505,-23.5723517
"LINEU DE PAULA MACHADO, SAO PAULO",,
"CONDESSA SICILIANO, SAO PAULO",-46.618667215645516,-23.4965396
"WENCESLAU BATISTA, SAO JOAO DA BOA VISTA",-46.769001,-21.9707253
"GUAICURUS, SAO PAULO",-46.3335602,-23.4595326
"OTILIO MONTEIRO DOS SANTOS, FRANCA",,
"JOSE ANTONIO MARRONE, IBITINGA",,
"GODOFREDO RANGEL, SAO PAULO",-46.6464754,-23.6085069
"ALVARES CABRAL, DIADEMA",-46.609461,-23.7048092
"CAPITAO ALBERTO MENDES JUNIOR, PRESIDENTE PRUDENTE",-51.4023559,-22.1370134
"DOUTOR ULISSES GUIMARAES, MAUA",-46.4676538,-23.6962644
"DE NAZARETH PAULISTA, GUARULHOS",,
"PROFESSOR ZEFERINO VAZ, CAMPINAS",-47.1643514,-22.3699589
"ANGELINA PASCOTE, AMERICANA",-47.2926521,-22.7311234
"JERONIMO DA VEIGA 164, SAO PAULO",,
"RAINHA, MOGI MIRIM",-46.959436,-22.4606911
"IPIRANGA, PROMISSAO",-49.8551419,-21.5338441
"SANTA MONICA, COTIA",,
"FRANCISCO CEARA BARBOSA, CAMPINAS",-47.1018773,-22.8569512
"GILBERTO SABINO, SAO PAULO",-46.7011592,-23.5671029
"MOINHO FABRINI, SAO BERNARDO DO CAMPO",-46.5823311,-23.6933331
"PAULISTA, SAO PAULO",-46.6622682,-23.5552461
"DAS ESMERALDAS, MARILIA",-49.91257021767315,-22.2197521
"DOUTOR CARDOSO DE MELO, SAO PAULO",,
"REBOUCAS, SAO PAULO",-46.29991066790821,-23.98122755
"PRESIDENTE JUSCELINO KUBITSCHEK, SAO PAULO",,
"RODRIGUES ALVES, BAURU",-49.0434245,-22.3160197
"SIDNEY DE SOUZA BARBOSA JUNIOR, CAMPINAS",-47.1271222,-22.8748432
"CARNEIRO DA CUNHA, SAO PAULO",,
"ITAPIRANGA, SANTO ANDRE",-46.5505114,-23.6723126
"ARAGUAIA 2044, BARUERI",-46.8277182,-23.5032557
"PENSILVANIA, SAO PAULO",-46.650279948963544,-23.5694083
"DOUTOR CARDOSO DE MELO, SAO PAULO",,
"DOUTOR CARDOSO DE MELO, SAO PAULO",,
"PRESIDENTE KENNEDY, RIBEIRAO PRETO",-47.7698529,-21.2067423
"MANOEL MONTEIRO DE MORAES, LIMEIRA",-47.3680392,-22.581265
"ANTONIO BARNABE, INDAIATUBA",-47.23310010854918,-23.117031400000002
"GASPAR FERNANDES, SAO PAULO",-46.61769,-23.5767861
"INSPETOR MARIO TEIXEIRA, SAO PAULO",-46.5658884,-23.5565047
"MUNICIPAL TTI-403, TATUI",,
"AIRTON DOS S.H.GALVEZ, SANTA ISABEL",,
"VALDOMIRO CORREA DE CAMARGO (ROD SP 79), ITU",,
"RIO DALVA, BARRETOS",-48.5894033,-20.5451168
"DEP EDUARDO V NASSER, SAO JOSE DO RIO PARDO",,
"DEP ORLANDO ZANCANER, CATANDUVA",-48.9890621,-21.1504042
"DO ENGENHO VELHO, APIAI",,
"HERBERT ALFRED LANDSBERGER, SAO PAULO",-46.7013945,-23.6620487
"HERBERT ALF LANDSBERGER, SAO PAULO",,
"VICE PREFEITO HERMENEGILDO TONOLLI, JUNDIAI",-47.0373819,-23.1581532
"PEDRO REZENDE LOPES, SAO JOAO DA BOA VISTA",-46.7944143,-21.9600588
"OSVALDO TOREZAN, SANTO ANTONIO DE POSSE",,
"BRASIL, FERNANDOPOLIS",-50.2500762,-20.2825647
"VEREADOR JOSE DONATO, CABREUVA",-47.0523675,-23.2460599
"PRES CASTELO BRANCO, SANTA ISABEL",,
"LAUREANO GARCIA, BAURU",-48.9838597,-22.3155656
"FERNANDO DE BARROS, CAPIVARI",-47.5020453,-22.9984598
"ERNESTO DE CASTRO, SAO PAULO",,
"CLOWIS OGER, SAO JOSE DO RIO PRETO",,
"CERQUEIRA LEITE, SAO PAULO",-46.4510931,-23.6602057
"FUNCHAL, SAO PAULO",-46.6918895,-23.5942914
"MINERVA, SAO PAULO",-48.5560727,-20.554025
"DAS NACOES UNIDAS, SAO PAULO",-46.6946043,-23.6025397
"MOEMA, SAO PAULO",-46.6628884,-23.597085
"ANTONIO MOISES SAAD, RIBEIRAO PRETO",,
"ARMANDO TAROZZO, RIBEIRAO PRETO",-47.7665386,-21.1965917
"BRASIL, NOVA ODESSA",-47.294059,-22.783186
"BANDEIRANTES, AMERICANA",-47.3209981,-22.7458403
"DOUTOR CARDOSO DE MELO, SAO PAULO",,
"JOSE AGUIAR, KM 0,5, POTIRENDABA",,
"JOSE CABALLERO, SANTO ANDRE",,
"DE LIGACAO, SAO PAULO",,
"AMEDEA CENTINI, SAO PAULO",-46.6755222,-23.5109336
"AMERICO VESPUCIO, OSASCO",-46.7674113,-23.4980726
"DR FRANKLIN PIZA, SAO PAULO",,
"TURIASSU, SAO PAULO",-46.8436614,-23.2207727
"GILBERTO MOREIRA, JACAREI",-45.9567367,-23.3024556
"23 DE MARCO, ARACATUBA",,
"PROFESSOR JOAO FIUSA, RIBEIRAO PRETO",-47.8054076,-21.2172864
"PROFESSOR JOAO FIUSA, RIBEIRAO PRETO",-47.8054076,-21.2172864
"PRESIDENTE JOAO C FILHO, FRANCA",,
"CAMPOS SALLES, CAMPINAS",-47.009955791215525,-22.957281549999998
"VEREADOR PLINIO PASCHOAL FERRARI, ITAQUAQUECETUBA",,
"EVARISTO DELFINO PINTO, SAO LOURENCO DA SERRA",-46.945752,-23.8531933
"SAO JOSE, CUBATAO",-46.4241869,-23.8857982
"DA VIA ANHANGUERA, JUNDIAI",,
"IRACEMA LUCAS, VINHEDO",-46.9933643,-23.0700039
"PEDREGULHO, PATROCINIO PAULISTA",-47.2827551,-20.6324039
"VEREADOR NICOLA PEREZ NETO, MAIRIPORA",,
"HOLLINGSWORTH, SOROCABA",-47.4142352,-23.458434
"ANTONIO TEODOSIO COSMO SABETA, EMBU-GUACU",,
"RADAMES LO SARDO, BRAGANCA PAULISTA",,
"ROSA KASINSKI, MAUA",-46.4800005,-23.658597
"ALTENA, SALTO",-47.2756453,-23.1646544
"MARIANO PROCOPIO, SAO PAULO",-47.4689848,-21.8688267
"SENADOR ROBERTO SIMONSEN, SAO CAETANO DO SUL",-46.5750726,-23.6202192
"PASCHOAL BARDARO, RIBEIRAO PRETO",-47.7987124,-21.2090341
"RIO PRETO, SANTO ANDRE",-49.383775953170726,-20.8222588
"BRASIL, RIO CLARO",-47.5603933,-22.4100108
"RODOVIA RAPOSO TAVARES, VARGEM GRANDE PAULISTA",-47.0035805,-23.6123393
"ADUANA, SAO PAULO",-46.5778104,-23.535229
"DOUTOR HEITOR NASCIMENTO, PAULINIA",-47.1438002,-22.7731022
"SAMARITA, SAO PAULO",-46.4735207,-23.9906824
"MUNICIPAL DO GUARITA, EMBU-GUACU",-46.8155767,-23.778116
"CARLOS GOMES, CORDEIROPOLIS",-47.463546,-22.4806938
"JOEL RICO, MAUA",-46.4804712,-23.6918699
"VELHA DE SAO MIGUEL, GUARULHOS",,
"PAULO VIRGINIO, SAO BERNARDO DO CAMPO",,
"EDUARDO PEREIRA GUINLE, SANTOS",-46.3155215,-23.9504622
"MAURILIO BIAGI, RIBEIRAO PRETO",-47.81758166906201,-21.1760487
"CAMBARA, SAO PAULO",-46.5559267,-23.4221168
"MOISES FORTI, CAPIVARI",,
"BARAO DE ITAPETININGA, SAO PAULO",-48.038553,-23.5734947
"PIRAPORINHA, SAO BERNARDO DO CAMPO",-46.5689462,-23.6898219
"JOSE DE CAMPOS, SAO JOSE DOS CAMPOS",-45.8872969,-23.1805011
"JACU-PESSEGO, SAO PAULO",-46.44346429759975,-23.594349649999998
"JOAO AVEL PINHO MELLAO, SAO PAULO",,
"GUARANTA, SAO PAULO",-49.590107,-21.8950705
"DANTE LAZZARI, JAU",-48.5825575,-22.3134921
"AURIVERDE, SAO PAULO",-49.0458791,-22.333285
"JOSE ROBERTO PONTES, CEDRAL",,
"MUNICIPAL PLN 145, PAULINIA",-47.1661781,-22.7485265
"CONEGO DOMENICO RANGONI SP-055, CUBATAO",-46.36052,-23.8570863
"D. PAULO ROLIM LOUREIRO, MOGI DAS CRUZES",-46.1695404,-23.5958528
"CACHOEIRA, BARUERI",-46.8813768,-23.4843449
"ANTONIO OVIDIO RODRIGUES, JUNDIAI",-47.0202096,-23.1553461
"DOS TUPINIQUINS,, SAO PAULO",-46.5100807,-23.4012826
"AMERICO FONTANA, BRAGANCA PAULISTA",,
"BENJAMIN CONSTANT, PIRACICABA",-47.6525664,-22.7374982
"MAGARINOS TORRES, SAO PAULO",-46.5862722,-23.5175752
"MIRUNA, SAO PAULO",-48.8051225,-22.621212
"COM JOSE R CURSINO MOURA, TAUBATE",,
"PADRE ADELINO, SAO PAULO",-46.5834219,-23.5439078
"ELVIO PUCCI, FRANCA",-47.4291993,-20.5492344
"VICTOR ANDREW, SOROCABA",-47.4364443,-23.4337856
"DOUTOR LINO DE MORAES LEME, SAO PAULO",,
"E, OSASCO",-46.7916801,-23.5324859
"VEREADOR CICERO PEREIRA DOS SANTOS, GUARATINGUETA",-45.1559331,-22.7704223
"VEREADOR CICERO PEREIRA DOS SANTOS, GUARATINGUETA",-45.1559331,-22.7704223
"MARCOS MATAREZIO, AURIFLAMA",-50.5647989,-20.6872212
"SANTOS, SAO PAULO",-46.333889,-23.960833
"GUSTAVO MACIEL, BAURU",-49.0696333,-22.3272071
"ONZE DE JUNHO, SAO PAULO",-46.6508215,-23.6013162
"MARANHAO, JAGUARIUNA",-46.9849827,-22.7031183
"REPUBLICA DO LIBANO, SAO PAULO",,
"ENGENHEIRO ANTONIO EUGENIO LUCATO, LIMEIRA",-47.3945629,-22.5713576
"EDUCADOR PAULO FREIRE, SAO PAULO",-46.5589943,-23.5220039
"EDUARDO DE CAMPOS, SOROCABA",-47.4349634,-23.5014514
"PRESIDENTE TANCREDO DE ALMEIDA NEVES, GUARULHOS",,
"PROFESSOR GILBERTO VENTURINI, BRAGANCA PAULISTA",-46.553939,-22.9061723
"MARCOS PENTEADO DE ULHOA RODRIGUES, BARUERI",-46.839026,-23.5061306
"MARCOS PENTEADO DE ULHOA RODRIGUES, BARUERI",-46.839026,-23.5061306
"DOUTOR ALBERTO JACKSON BYINGTON, OSASCO",-46.7720177,-23.489088
"FORTE DO ANEL, SAO PAULO",,
"NESTOR PESTANA, SAO PAULO",-46.6454508,-23.5488331
"FRANCISCO CORAZZA, SAO PAULO",-46.699307,-23.5091742
"JACOB JORGE ABI RACHED, ARARAQUARA",-48.1311343,-21.7445412
"PREFEITO FUAD EID, GLICERIO",-50.2232714,-21.3993813
"ANTONIO NOVAES, SAO CARLOS",-47.9209909,-22.0474249
"NOSSA SENHORA DA PAZ, SAO PAULO",-51.4657309,-22.0740498
"CARLOS BARBOSA SANTOS, SAO PAULO",-46.6683239,-23.7603769
"SP 318 KM 245 - FAZENDA SANTA ALICE, SAO CARLOS",,
"ANGELO MAZZUIA, JUNDIAI",-46.9000515,-23.1812497
"JURACI FERNANDES, MAUA",-46.4905786,-23.6552797
"ENGENHEIRO JOAO BAPTISTA CABRAL RENNO, SANTA CRUZ DO RIO PARDO",-49.4908314,-22.7621148
"CAETANO MORTATI FILHO, MIRASSOL",-49.5100905,-20.8062571
"CAIUBI, SAO PAULO",-47.4769666,-22.7429593
"ESTEVAO LOPES, SAO PAULO",-46.7114733,-23.5701225
"TRES, ARACARIGUAMA",,
"PRESIDENTE DUTRA (BR 116), CACAPAVA",,
"HIGINO RODRIGUES GARCIA, ITAPEVA",-48.886125,-23.9911159
"ADILIA BARBOSA NEVES, ARUJA",-46.3466494,-23.4029625
"LUIS COELHO, SAO PAULO",-46.3508786,-23.4241123
"MADALENA DE MADUREIRA, SAO PAULO",,
"TARGINO VILELLA NUNES, LORENA",-45.106621,-22.7224674
"HONORIO SOARES, ESPIRITO SANTO DO PINHAL",-46.7494798,-22.1911889
"WASHINGTON LUIZ, ESPIRITO SANTO DO PINHAL",-46.7423521,-22.1975943
"ALMIRANTE BARROSO, PRESIDENTE VENCESLAU",-51.8412893,-21.8700765
"JORGE TIBIRICA, PRESIDENTE VENCESLAU",-51.8383592,-21.8838201
"BENEDITO OSVALDO LECQUES, SAO JOSE DOS CAMPOS",-45.9094973,-23.2221537
"ARAUJO LEITE, BAURU",-49.0710614,-22.3146367
"HUNGRIA 1100, SAO PAULO",-46.694337211325305,-23.577764000000002
"SENADOR CASIMIRO DA ROCHA, SAO PAULO",,
"CANUTO SARAIVA, SAO PAULO",-46.6008252,-23.5654516
"INDUSTRIAL, SANTO ANDRE",-9.049615329132633,38.633706200000006
"DOUTOR COSTA JUNIOR, SAO PAULO",,
"EST.MUN.GUAREI-ANGATUBA, GUAREI",,
"MARECHAL RONDON, SUZANO",-46.3143927,-23.5472288
"CONSTANTE PIOVAN, OSASCO",,
"LAURO GOMES, SAO BERNARDO DO CAMPO",-46.550694,-23.7108697
"DR JAN ANTONIN BATA, PIRACAIA",,
"PRINCESA D'OESTE, CAMPINAS",,
"SP-147, PIRACICABA",-47.64917,-22.72528
"DOUTOR CASSIO PASCHOAL PADOVANI, PIRACICABA",,
"LUIZA MENEGHEL MANCINI, AMERICANA",-47.347982,-22.7549176
"BRIGADEIRO FARIA LIMA, SAO PAULO",,
"JOSE JOAQUIM FERREIRA, PIRAJU",,
"DO ATANAZIO, PINDAMONHANGABA",-45.3860805,-22.9389751
"FELIPE CAMARAO, SAO CAETANO DO SUL",,
"DOUTOR DOLZANI, SAO PAULO",-46.6205974,-23.5796127
"MARCAL DE ARRUDA CAMPOS, BAURU",-49.0930385,-22.3066474
"RAGUEB CHOHFI, SAO PAULO",-46.63141190632911,-23.5451975
"INDUSTRIAL WALTER KLOTH, ATIBAIA",-46.5808208,-23.130881
"SOLON, SAO PAULO",-48.872579792969724,-23.988966599999998
"TOCANTINS, BARUERI",-46.8524139,-23.5021791
"JOAO PAULO ABLAS, COTIA",-46.8375784,-23.6171483
"IRAI, SAO PAULO",-46.4986373,-23.5956812
"CAME, SAO PAULO",-46.5942502,-23.5667072
"PRES JUSC KUBITSCHEK, SAO PAULO",,
"MONTE ALEGRE, SAO PAULO",-47.9638813,-23.1833282
"CARNEIRO LEAO, SAO PAULO",-46.3008699,-23.4881514
"TENENTE AMARO FELICISSIMO DA SILVEIRA, SAO PAULO",,
"BANIBAS, SAO PAULO",-46.706709,-23.5537725
"BONIFACIO DA TRINDADE, SAO PAULO",-46.511007,-23.515339
"FRANCISCO ALVES NEGRAO, ITAPEVA",-49.33347227421446,-24.113030950000002
"VALENTINA MELLO FREIRE BORENSTEIN - DONA LOLOYLA, MOGI DAS CRUZES",,
"PADRE ATILIO, ARARAS",-47.3883935,-22.3661682
"Y 6, BAURU",-49.0705863,-22.3218102
"SOBRAL JUNIOR, SAO PAULO",-46.5883721,-23.5060032
"SOBRAL JUNIOR, SAO PAULO",-46.5883721,-23.5060032
"DOUTOR HEITOR NASCIMENTO, PAULINIA",-47.1438002,-22.7731022
"ANTONIA BENEDITA LEITE, FERRAZ DE VASCONCELOS",,
"LUIS GOIS, SAO PAULO",-46.6504827,-23.6038979
"BENEDICTO ANTONIO RAGAGNIM, ITATIBA",,
"LACEDEMONIA, SAO PAULO",-46.6708449,-23.6399999
"DONA CONCHETA PADULA, CAMPINAS",-47.1006336,-22.9118452
"ANHANGUERA, NOVA ODESSA",-47.2507962,-22.76063
"JUIZ DAVID BARRILLI, SAO JOSE DOS CAMPOS",-45.9085156,-23.2213969
"DOM PEDRO I, SANTO ANDRE",-60.0448175,-3.0801214
"ANDROMEDA, SAO JOSE DOS CAMPOS",-45.8852046,-23.2441776
"BAPTISTA PAGOTTO, CAMPINAS",,
"SUMARE PAULINIA, SUMARE",-47.1889656,-22.7970376
"BRIGADEIRO FARIA LIMA, SAO PAULO",,
"SAMUEL MORSE, SAO PAULO",-46.6943301,-23.6114352
"ARAGUAIA, BARUERI",-46.8499394,-23.498754
"SAMUEL MORSE, SAO PAULO",-46.6943301,-23.6114352
"ANA COSTA, SANTOS",-46.3331846,-23.9595573
"TIJUCO PRETO, SAO PAULO",-46.8415388,-23.2592764
"DOUTOR MIGUEL PENTEADO, CAMPINAS",-47.0733446,-22.89062
"CAMPOS SALES, BARUERI",-46.8768884,-23.4989247
"GRACILIANO LEME DE ASSIS, BOITUVA",,
"BRIGADEIRO FARIA LIMA, SAO PAULO",,
"NACOES UNIDAS, SAO PAULO",-46.6946043,-23.6025397
"ANTONIO LOPES, JANDIRA",-41.9082717,-3.1168509
"WILHELM WINTER, JUNDIAI",-46.9363398,-23.1688133
"UM, GUARULHOS",-46.4986924,-23.4129476
"ARMANDO SALLES, ITAPECERICA DA SERRA",-46.8095648,-23.6886481
"TUPINIQUINS, DIADEMA",-46.6153784,-23.6996057
"MUNICIPAL OLIVAL PIRES, PEDREIRA",,
"ESCANIO CERQUEIRA, SAO PAULO",-46.5060575,-23.582053
"LOTHAR WALDEMAR HOEHNE, MOGI DAS CRUZES",-46.1831418,-23.4996179
"CATUMBI, SAO PAULO",-46.3665283,-23.4765031
"RUDOLF DAFFERNER, SOROCABA",,
"GERALDO SCAVONE, JACAREI",-45.922646,-23.2587048
"QUINZE DE NOVEMBRO, ITUPEVA",,
"VICTORINO, BARUERI",,
"CRISTIANO GREVE, LIMEIRA",-47.4244851,-22.5675257
"ENG.ERMENIO DE OLIVEIRA PENTEADO, INDAIATUBA",,
"SANTANA DE IPANEMA, GUARULHOS",-46.4704294,-23.4701865
"ITAVUVU, SOROCABA",-47.4835135,-23.4523128
"HILARIO JOSE SIGNORINI, TAUBATE",,
"PAPA JOAO PAULO I, GUARULHOS",,
"JOAO ALVES DE MIRA, IBITINGA",,
"DOZE DE JUNHO, GUARULHOS",,
"MAJOR CARLOS DEL PRETE, SAO CAETANO DO SUL",,
"HERMINIO DE MELLO, INDAIATUBA",-47.2321799,-23.1323477
"JULIO DE MESQUITA, SAO BERNARDO DO CAMPO",,
"SP 95, PEDREIRA",-49.4773143,-19.9958095
"FORTE DOS FRANCESES, SAO PAULO",-46.4645485,-23.6032429
"DO RUFINO, DIADEMA",-46.616143,-23.7028626
"EMILIO MARCONATO, JAGUARIUNA",-47.0012511,-22.6823673
"ARMANDINA BRAGA DE ALMEIDA, GUARULHOS",-46.5128247,-23.4215576
"JOSE DIAS, GUARULHOS",,
"SP 107, ARTUR NOGUEIRA",-47.172679,-22.572737
"MOFARREJ, SAO PAULO",-46.7402314,-23.5272351
"ARMANDO ENDRES, GUARULHOS",-46.5653873,-23.4660072
"TITICACA, BARUERI",-46.8815013,-23.5020415
"MADRID, PAULINIA",-47.1712936,-22.7374003
"FREDERICO ESTEBAN JUNIOR, SAO PAULO",-46.6126062,-23.4466306
"MARIO REGALLO PEREIRA, SAO PAULO",-46.7799057,-23.582156
"SEBASTIAO DE MORAES, SAO PAULO",,
"DE SANTA ISABEL, ITAQUAQUECETUBA",-46.1922134,-23.3161314
"HUMBERTO DE ALENCAR CASTELO BRANCO, SAO BERNARDO DO CAMPO",,
"NATAL, SANTANA DE PARNAIBA",-46.8847446,-23.4023597
"PROFESSOR JOAO CAVALHEIRO SALEM, GUARULHOS",-46.43852204603472,-23.4455174
"AIRTON PRETINI, SAO PAULO",-46.5571835,-23.524827
"MAJOR CARLOS DEL PRETE, SAO CAETANO DO SUL",,
"PASSOS OURIQUE, SAO PAULO",-46.5565265,-23.549526
"VELHA DE COTIA, COTIA",-46.8528165,-23.6006128
"MADEIRA, BARUERI",-46.8518744,-23.4957315
"GRIMALDO TOLAINI, BARUERI",,
"RAIMUNDO PEREIRA DE MAGALHAES, SAO PAULO",,
"MOGI MIRIM, SAO PAULO",-46.9581629,-22.433009
"TREZE DE MAIO, IBITINGA",,
"TAMOIOS, SAO PAULO",-45.6051759,-23.4447724
"OSVALDO PIRES DA SILVA, SAO PAULO",,
"TOQUIO (CENTRO INDUSTRIAL DE ARUJA), ARUJA",,
"COLONIAL DAS MISSOES, SAO PAULO",,
"CONSTANCIO CINTRA, ITATIBA",-46.836013,-22.9760631
"ALTINO VAZ DE MELLO, PENAPOLIS",-50.0708316,-21.4271536
"IBIRAPUERA, SAO PAULO",-46.6546353,-23.5769519
"TENENTE MARQUES, CAJAMAR",-46.8671742,-23.4074147
"FRANCISCO FETT, SAO PAULO",-46.5441369,-23.5892637
"SILVIO VIEIRA COELHO, BIRIGUI",-50.3454798,-21.3003367
"MARCOS PENTEADO DE ULHOA RODRIGUES, SANTANA DE PARNAIBA",-46.8549343,-23.465213
"ROCHA PITA, SAO PAULO",-46.3823555,-23.501701
"TANCREDO NEVES, BATATAIS",-47.5999765,-20.8822504
"ANTONIO ARTIOLI 570, CAMPINAS",-47.0678267,-22.9521657
"THOMAZ ALBERTO WHATELY, RIBEIRAO PRETO",,
"ANTONIO TELLES, SANTOS",-46.3240313,-23.9325987
"NEBRASKA, SAO PAULO",-48.139278,-7.827388
"FERDINANDO MARCHI, LEME",-47.39807,-22.1921886
"MAGALHAES DE CASTRO, SAO PAULO",,
"VIENA, PAULINIA",-47.1512317,-22.7235822
"AMERICO ANTONIO RIBEIRO (JD NASCIMENTO), SAO BERNARDO DO CAMPO",,
"LEONIDIO DE SOUZA BARROS, SARAPUI",-47.8222238,-23.641099
"ODILA CHAVES RODRIGUES, JUNDIAI",,
"WASHINGTON LUIZ, ESPIRITO SANTO DO PINHAL",-46.7423521,-22.1975943
": MARECHAL DEODORO, SAO CAETANO DO SUL",,
"ARAGUAIA, BARUERI",-46.8499394,-23.498754
"RUZZI, MAUA",-46.4740034,-23.7050186
"ELDORADO, CAMPINAS",-47.061523540240785,-22.81259025
"MINAS GERAIS, PORTO FELIZ",-44.4997607,-21.7656433
"SARGENTO DA AERONAUTICA PLINIO F. GONCALVES, GUARULHOS",,
"EUCLIDES MIRAGAIA, SAO JOSE DOS CAMPOS",,
"DR. FERNANDES COELHO, SAO PAULO",-45.18707335972862,-22.83037265
"ADILIA BARBOSA NEVES, ARUJA",-46.3466494,-23.4029625
"EDESIO JOSE CAPOVILLA, INDAIATUBA",-47.2256843,-23.0852592
"DUQUESA DE GOIAS, SAO PAULO",,
"AMERICO VESPUCIO, OSASCO",-46.7674113,-23.4980726
"EVARISTO DA VEIGA, ALVARES MACHADO",,
"NOVE DE JULHO, SAO JOSE DOS CAMPOS",-45.8933182,-23.1943456
"CEZARIO DAU, TABOAO DA SERRA",,
"DAS ARARAS, CARAPICUIBA",-46.825152,-23.5663842
"HERBERT ALFRED LANDSBERGER, SAO PAULO",-46.7013945,-23.6620487
"GIRASSOL, MAUA",-46.4647436,-23.6897507
"AURIVERDE, SAO PAULO",-49.0458791,-22.333285
"NICOLAU PEREIRA CAMPOS VERGUEIRO, SOROCABA",,
"DOM PEDRO I (SP-65), ITATIBA",,
"TIRADENTES, BOM JESUS DOS PERDOES",-46.464008459386285,-23.1311624
"ANGELO POLI, ITAPUI",-48.6912936,-22.2130508
"JOSE FORTUNATO MOLINA, BAURU",-49.0278895,-22.3083023
"NOVO HAMBURGO, CARAPICUIBA",-46.859972,-23.5253525
"JOEL RICO, MAUA",-46.4804712,-23.6918699
"CONSTRAN, SANTANA DE PARNAIBA",-46.8961865,-23.4862196
"DOS CASA, SAO BERNARDO DO CAMPO",-46.5506747,-23.7080345
"BENTO BRANCO DE ANDRADE FILHO, SAO PAULO",,
"MARIA TEREZA, VALINHOS",-46.8315369,-23.5720323
"MANOEL PAVAN, SERTAOZINHO",-48.0029544,-21.1462103
"GERALDO ANTONIO TRALDI, DESCALVADO",-47.5683513,-21.8855383
"VITORIO GASPARO, SAO JOSE DO RIO PRETO",-49.3938064,-20.7697484
"MUNICIPAL DO BAIRRO ALELUIA, CESARIO LANGE",,
"DOUTOR CESAR, SAO PAULO",-45.3608012,-22.930361
"ARAGUACEMA, BARUERI",-46.8247267,-23.5011451
"PADRE FELICIANO GRANDE, ATIBAIA",-46.5638074,-23.1207867
"RIBEIRO DO VALE, SAO PAULO",-50.72345126382499,-21.061405899999997
"ESTRADA C, PIRACICABA",-47.6349451,-22.7800632
"MARGINAL ESQUERDA, ORLANDIA",-47.8942308,-20.7305921
"NASSER MARAO, VOTUPORANGA",-49.771666560720305,-20.48519605
"DUQUESA DE GOIAS, SAO PAULO",,
"PAULO FRANCO, SAO PAULO",-46.48135564051887,-23.43779495
"HEITOR PEIXOTO, SAO PAULO",-46.6232948,-23.5751915
"LIBERO BADARO, SAO BERNARDO DO CAMPO",-46.5850011,-23.666293
"DAS NACOES UNIDAS, SAO PAULO",-46.6946043,-23.6025397
"AUREA TAVARES 580, TABOAO DA SERRA",-46.7780365,-23.6188306
"PAULICEIA, CAIEIRAS",-46.7172166,-23.3969589
"ANA MARIA, LEME",-47.3942199,-22.1989683
"GETULIO VARGAS, SAO BERNARDO DO CAMPO",,
"PROFESSOR JOSE OLIVAR, SANTOS",-46.2996403,-23.9705278
"ESCOLASTICA VAZ GODINHO, COTIA",,
"CARLOS PLATZECK, PRESIDENTE VENCESLAU",-51.85176016977056,-21.881392599999998
"GENERAL FRANCISCO GLICERIO, SANTOS",-46.32345000422216,-23.9573149
"DA PENHA, ARACARIGUAMA",-47.062619,-23.4400049
"JOSE INACIO RIBEIRO, TAGUAI",-49.4066972,-23.4548633
"SAMPAIO CORREA, SAO PAULO",-47.37446,-22.1886555
"DAS MONCOES, SANTO ANDRE",-46.5435905,-23.6542348
"PIRES DO RIO, SAO PAULO",-46.546892299999996,-23.615583450000003
"DOUTOR ARMANDO SALLES OLIVEIRA, LEME",-47.390522,-22.187814
"PRESIDENTE ALTINO, SAO PAULO",-46.7617426,-23.5312344
"JOSE GIORGI, COTIA",-46.876047258257714,-23.583173600000002
"JOSE PIEDADE, SAO JOSE DO RIO PRETO",-49.4353401,-20.8186134
"PHILIP LEINER, COTIA",-46.875791,-23.5955672
"DR. GASTAO VIDIGAL, SAO PAULO",-50.1907615,-20.7956829
"WOLSTEIN, SAO PAULO",-46.5156583,-23.5190586
"FAZENDA IBICABA, CORDEIROPOLIS",-47.47466847480848,-22.5022644
"DOM PEDRO II, SANTO ANDRE",,
"BARAO DE LIMEIRA, SAO PAULO",-47.3943268,-22.5515425
"TUCUNARE, BARUERI",-46.8350703,-23.4920343
"LUIZ LAWRIE REID, DIADEMA",-46.6269851,-23.6727673
