Logradouro,Longitude,Latitude
"PE JORGE SUMMERER, MARTINOPOLIS",,
"SAO JOAO, BOM JESUS DOS PERDOES",,
"GILDO SAVATIN, TANABI",-49.6616996,-20.6263689
"ANTONIO LOUZADA ANTUNES, SAO PAULO",-46.464386,-23.5021663
"PRESIDENTE JUSCELINO KUBITSCHEK, GUARULHOS",-46.4227676,-23.4686268
"RAPOSO TAVARES, ARACOIABA DA SERRA",-47.5641626,-23.5107319
"JOAO DE ANDRADE, OSASCO",-46.801899,-23.5553512
"GENERAL OSORIO, PAULINIA",,
"HILDEBRANDO SIQUEIRA, SAO PAULO",-47.6677447,-22.7369553
"MIGUEL AMUD (BSQ SOL), CAJAMAR",,
"DOS CAICARAS, GUARUJA",-51.1525931,-23.3276376
"JOAQUIM JORGE PERALTA, CUBATAO",-46.4111496,-23.9282402
"MARTINS FONTES, CUBATAO",-46.43253,-23.8952086
"TANCREDO NEVES, GUARUJA",-46.2605212,-23.9792748
"LUCIANO DE BONA, PERUIBE",-46.9774453,-24.2939045
"BENEDITA CUSTODIO, PRAIA GRANDE",-46.5225344,-24.0339294
"DO EXPEDICIONARIO, OURINHOS",-49.86512815289298,-22.9929819
"RODRIGUES ALVES, TREMEMBE",-45.5479404,-22.9619088
"SANTA RITA, APARECIDA",-51.108485,-20.136224
"TREZE DE MAIO, ITAPUI",,
"PASCHOAL AUGUSTO VERLANGIERI, SOROCABA",-47.4937852,-23.4632073
"MONTEIRO LOBATO, MAIRINQUE",-47.1972321,-23.4683785
"HENRIQUE EROLES, MOGI DAS CRUZES",-46.1013843,-23.4661719
"NOVE DE JULHO, POA",-46.3414877,-23.5175317
"HENRIQUE EROLES, MOGI DAS CRUZES",-46.1013843,-23.4661719
"ARMANDO SALES DE OLIVEIRA, SUZANO",,
"HENRIQUE  EROLES, MOGI DAS CRUZES",-46.1013843,-23.4661719
"SAO JORGE, JACAREI",,
"DO CAMPO LIMPO, SAO PAULO",-46.759666126372395,-23.632557650000003
"XV DE NOVEMBRO, AGUAI",,
"ABAETE, SAO JOSE DOS CAMPOS",-45.8491283,-23.1790561
"CIDADE JARDIM, SAO JOSE DOS CAMPOS",,
"JOAO  VENTURA DOS SANTOS, OSASCO",-46.7943055,-23.494396
"REPUBLICA DO LIBANO, SAO CARLOS",35.6247134,33.9542728
"JOSE SINGER, SAO VICENTE",-74.1001468,4.7027856
"DEPUTADO ULISSES GUIMARAES, SAO VICENTE",,
"DOS VESSONI, JANDIRA",-46.9047102,-23.5342301
"ANDORINHA, CAIEIRAS",-46.7207474,-23.3829085
"DAS NACOES UNIDAS, SAO PAULO",-46.6946043,-23.6025397
"NESTOR SEABRA, PRESIDENTE PRUDENTE",-51.3971099,-22.1136027
"ARTHUR PORTES, CACAPAVA",-45.7058811,-23.1071538
"PRESIDENTE CASTELO BRANCO, MAUA",-46.44948224390272,-23.6628769
"FRANCISCO ANTONIO DE FREITAS, MIGUELOPOLIS",,
"CAETES, PRAIA GRANDE",-46.4600424,-24.0217672
"CEL SEZEFREDO FAGUNDES, SAO PAULO",,
"MANOEL LEAO REGO, PALMITAL",-50.2288378,-22.7838774
"ANTONELO DA MESSINA, SAO PAULO",-46.5900681,-23.4557951
"BANDEIRANTES, SOROCABA",-47.7269054,-23.0789027
"INOCENCIO SERAFICO, CARAPICUIBA",-46.8310283,-23.566784
"DO COPIUVA, CARAPICUIBA",-46.8262135,-23.5538163
"PROFESSOR MANOEL JOSE PEDROSO, COTIA",-46.9103607,-23.604399
"JOAO OMETTO, IRACEMAPOLIS",-47.5139228,-22.5819469
"DA PENHA, ITAPIRA",-46.7908437,-22.5139108
"PERI RONCHETTI, SAO PAULO",-46.6514025,-23.4623041
"RAGUED CHOHFI, SAO PAULO",,
"CAPITAO MIGUEL FERREIRA, MOCOCA",-47.0093684,-21.4657421
"HENRIQUE MUZZIO, SAO PAULO",-46.6830536,-23.7843138
"DR HEITOR NASCIMENTO, SAO PAULO",-46.7048501,-23.496636
"11 DE JUNHO, INDAIATUBA",,
"JOSE DE AGUIAR MORAES, POMPEIA",,
"OLIMPIO DE OLIVEIRA, MOGI-GUACU",-46.9334659,-22.3564365
"AMAZONAS, VOTUPORANGA",-49.972028,-20.4252908
"DAS OLARIAS, TABOAO DA SERRA",-46.7933913,-23.6344026
"NIPPON, SAO PAULO",-51.390495,-22.1317473
"ADOLFO HECHT, PENAPOLIS",-50.0681788,-21.4085772
"PARANA, BATATAIS",-47.5817811,-20.8974605
"DO CAFE, JAU",-48.559193,-22.293585
"DO GUARAPIRANGA, SAO PAULO",-48.235849361111114,-21.9640116
"MARCOS TOQUETAO, ARACATUBA",,
"CARVALHO DE ARAUJO, SAO PAULO",-50.0709228,-21.4294606
"CAROLINA DE ABREU PAULINO, ITAPEVI",,
"BENJAMIN CONSTANT N, NEVES PAULISTA",,
"CASA VERDE, SAO PAULO",-46.6561379,-23.5059269
"ANTONIO EMANOEL MIACHON, MOGI-GUACU",-46.9411864,-22.3651719
"MAGALI WESSEL, ITAPEVI",,
"JOAO CALIMAN, MARILIA",-49.9570618,-22.1513717
"PEDROSO, SAO PAULO",-48.4349951,-24.1303263
"DO KOYAMA, SUZANO",-46.3164441,-23.6664041
"RICIERI  JOSE MARCATTO, MOGI DAS CRUZES",-46.162822,-23.5021417
"CAPITAO LUIZ SOARES, SAO SEBASTIAO",-45.4025433,-23.804544
"SAO PAULO, VINHEDO",-46.9749847,-23.0298535
"LEOPOLDO DA SILVA, ARACARIGUAMA",-47.0697068,-23.4292101
"BRASIL, HORTOLANDIA",-47.22,-22.85833
"CAMPOS SALLES, PIRAJUI",,
"DOUTOR POMPILIO MERCADANTE, JACAREI",-45.9628619,-23.3058032
"PIRAJU, ITAQUAQUECETUBA",-46.3624922,-23.4881341
"BANDEIRANTES, TAUBATE",-45.5360594,-23.0215996
"PERCITO DE SOUZA QUEIROZ, SOROCABA",-47.48619,-23.4916408
"ANGELO RAGASSI, MATAO",-48.3751661,-21.5912787
"PROF. CARLOS ALBERTO CARVALHO PINTO, ATIBAIA",,
"43, BARRETOS",-48.5697509,-20.5531437
"IPANEMA, SOROCABA",-47.5971145,-23.4247444
"ITALO ADAMI, ITAQUAQUECETUBA",-46.348926,-23.4958962
"PORTO VELHO, GUARULHOS",-63.8974218,-8.7869402
"DOUTOR SILVIO BERTACCHI, SAO PAULO",,
"MARIO BATISTELA, TORRINHA",-48.1662758,-22.428236
"JOAQUIM R DOS SANTOS, BOM JESUS DOS PERDOES",,
"ARICA-MIRIM, SAO PAULO",-46.492682,-23.5236646
"BENEDITO A B SOBRINHO, ITATIBA",,
"JOAO BATISTA NOGUEIRA, GUARULHOS",-46.4634822,-23.4598411
"SALVADOR LEITE MARQUES, SOROCABA",-47.4200053,-23.4246805
"PREFEITO PRESTES MAIA, SAO VICENTE",,
"FRANCISCO MEDINILHA SAN MARTIN, PIRACICABA",,
"GEISHOFER, GUARULHOS",-46.5473268,-23.4394124
"SENADOR PINHEIRO MACHADO, SANTOS",-46.3447643,-23.9576726
"BENJAMIN CONSTANT, SUZANO",-46.3163668,-23.5519762
"RAFAEL PEREIRA MARTINI, BAURU",-49.0245803,-22.3202267
"NORDESTINA, SAO PAULO",-46.64976743411714,-23.51952785
"ITABERABA, SAO PAULO",-40.8940316,-12.4621812
"EMBAIXADOR C DE LACERDA, SAO PAULO",,
"DO SACRAMENTO, GUARULHOS",-46.4106864,-23.4614184
"TTE JOSE M ALBUQUERQUE, ANGATUBA",,
"CDE PRATES, SAO PAULO",,
"EDWARD FRU-FRU MARCIANO DA SILVA, SOROCABA",,
"DA BANDEIRA, ITAPECERICA DA SERRA",-46.85133190818469,-23.7191001
"ROLAND GARROS, SAO PAULO",-46.5724386,-23.4763639
"THOMAZ JASSO, JAGUARIUNA",,
"11 DE AGOSTO, VALINHOS",,
"WALDEMAR CARLOS PEREIRA, SAO PAULO",-46.5211934,-23.54333
"JOAO BERNESTEIN, AMERICANA",-47.3081924,-22.7243424
"NOSSA SENHORA DE FATIMA, CAMPINAS",-51.493544,-28.2987181
"VITORIO HANSEN, RIO DAS PEDRAS",-47.6067318,-22.8404561
"AZEVEDO SOARES, SAO PAULO",-47.827655,-21.1997112
"SIMAO DA SILVA TEIXEIRA, SAO SIMAO",,
"MATEO BEI, SAO PAULO",-46.78739343796966,-23.51857845
"SAO PAULO, GUARULHOS",-46.524459,-23.4430602
"JOAO SANZOVO, JAU",,
"AUGUSTO DE ALMEIDA BATISTA, EMBU DAS ARTES",-46.799246216282256,-23.6604965
"THOMAZ ALCALDE, MARILIA",-49.9596569,-22.1727462
"MARQUES, MOGI MIRIM",-46.9613566,-22.4445436
"JOSE BONIFACIO, SANTO ANASTACIO",,
"JOAO CAETANO, SANTOS",-46.3435326,-23.9618428
"MARTIM FRANCISCO, SAO PAULO",-46.92641708362069,-22.530311
"OTAVIANO ALVES DE LIMA, SAO PAULO",,
"ORDELE, LARANJAL PAULISTA",-47.8361715,-23.0436772
"ANTONIO DA COSTA LIMA, RIBEIRAO PRETO",,
"ACRE, MATAO",-48.3472136,-21.5973801
"PAULINO PUCCI, FRANCA",-47.4116194,-20.5434795
"MARIA CARLOTA, SAO PAULO",-45.3686447,-22.8998297
"PIZA SOBRINHO, CAFELANDIA",-49.6101728,-21.8012269
"DOM PEDRO I, SANTO ANDRE",-60.0448175,-3.0801214
"PAPA JOAO XXIII, PEDREIRA",,
"SP 107, HOLAMBRA",-47.0545305,-22.6332028
"TUTOIA, SAO PAULO",-42.331735,-2.9140257
"MARECHAL DEODORO, SAO BERNARDO DO CAMPO",-46.5494434,-23.7205491
"GAIVOTA, CAMPO LIMPO PAULISTA",,
"DO CURSINO, SAO PAULO",-46.61956290654779,-23.6323011
"AUGUSTO BAMBOZZI, MATAO",-48.3658336,-21.6330344
"DOUTOR QUIRINO, CAMPINAS",-47.0398642,-22.8619039
"PAULISTA 1728, SAO PAULO",-49.6096509,-20.9764542
"DOMINGOS TORRES, SAO PAULO",-46.6676455,-23.5061429
"MINISTRO NELSON HUNGRIA, SAO PAULO",,
"ANGELINA SCILIANO FERIANI, SAO BERNARDO DO CAMPO",-46.5858305,-23.6469317
"LINS DE VASCONCELOS, SAO PAULO",,
"DR.ALEXANDER FLEMING, CAMPINAS",,
"DOUTOR  ALEXANDER FLEMING, CAMPINAS",-47.0441605,-22.9042885
"RUI BARBOSA, ASSIS",-51.4637945,-29.6771898
"MANOEL DOMINGOS PINTO, SAO PAULO",,
"WINSTON CHURCHILL, SAO JOSE DOS CAMPOS",,
"AGOSTINHO GOMES, SAO PAULO",-46.6056938,-23.5704571
"ANHANGUERA, RIBEIRAO PRETO",-47.7836544,-21.1080964
"DOS ITALIANOS, SAO PAULO",-47.07335372342944,-22.8869416
"PORTO CALVO, SAO PAULO",-46.4273934,-23.4609103
"JOSE SOLANA, SAO PAULO",-46.715187,-23.7288788
"MUNICIPAL FIORAVANTE CARLOTTI, PEDREIRA",,
"BARUEL, SUZANO",-46.3004617,-23.5585
"JOSE SANCHES MARIN, SUZANO",-46.2970814,-23.5607221
"PREFEITO TAKUME KOIKE, FERRAZ DE VASCONCELOS",-46.3840537,-23.533514
"RAPHAEL DA ANUNCIACAO FONTES, SUZANO",,
"CARMINE FEOLA, AMERICANA",-47.35244,-22.7338084
"INDUSTRIAL, SANTO ANDRE",-9.049615329132633,38.633706200000006
"VEREADOR AROLDO ALVES NEVES, RIBEIRAO PIRES",-46.3669404,-23.6970178
"PRINCESA ISABEL, SAO BERNARDO DO CAMPO",,
"CORONEL OLIVEIRA LIMA, RIBEIRAO PIRES",-46.42729790640156,-23.68090365
"DONA BRIGIDA, SAO PAULO",-46.6296539,-23.5862185
"CACAPAVA, SOROCABA",-47.5792283,-23.3600992
"JOAO PEREIRA, SAO PAULO",-49.26831278161556,-20.575355899999998
"PAULISTA, SAO PAULO",-46.6622682,-23.5552461
"BERNADINO DE CAMPOS, SAO PAULO",-45.8376124,-22.9564439
"DOUTOR CHUCRI ZAIDAN 920, SAO PAULO",,
"DE ITU, JANDIRA",-46.9075392,-23.5206061
"PAULO VARCHAVTCHIK, SOROCABA",-47.4109063,-23.4827989
"SAMUEL MORSE, SAO PAULO",-46.6943301,-23.6114352
"IPIRANGA, SAO PAULO",-46.60616206667652,-23.58927255
"LAURENTINO MASCARI - SP 333, ITAPOLIS",-48.7591548,-21.5380919
"NACOES UNIDAS, SAO PAULO",-46.6946043,-23.6025397
"ROSA SCARPA, SANTANA DE PARNAIBA",-46.9165237,-23.4547991
"PRESIDENTE DUTRA, GUARULHOS",-46.48135564051887,-23.43779495
"DESEMBARGADOR ELISEU GUILHERME, SAO PAULO",-46.6438158,-23.5731961
"PAMPLONA, SAO PAULO",-46.65065892114461,-23.50724945
"JOSE DO CARMO LEITE, CAIEIRAS",,
"PREFEITO JOSE CARLOS, ITUPEVA",-47.0390639,-23.1575256
"SANTOS, SAO PAULO",-46.333889,-23.960833
"GOMES DE CARVALHO, SAO PAULO",,
"PARTICULAR JARDIM REGINA, PINDAMONHANGABA",,
"MARANHAO, ITAPECERICA DA SERRA",-46.8571558,-23.7114048
"VER JOSE DINIZ, SAO PAULO",-46.8997899,-23.6694916
"AGUA FUNDA, ARACATUBA",-50.4805688,-21.1995763
"OLIMPIADAS, SAO PAULO",-46.6840797,-23.5953937
"MARIA SOLDEIRA LOURENCON, ITUPEVA",-47.0461828,-23.1597189
"EDUARDO KARKLIS, NOVA ODESSA",,
"EUGENIO BERTINI, AMERICANA",-47.2969041,-22.7393796
"BARAO DE MAUA, MOGI-GUACU",,
"CLELIA, SAO PAULO",-47.00536822646775,-21.4525045
"FORTE DOS FRANCESES, SAO PAULO",-46.4645485,-23.6032429
"PRF MARIA J B FERNANDES, SAO PAULO",,
"BRASIL, SAO PAULO",-46.6333824,-23.5506507
"BENEVENUTO MORETO, BRAGANCA PAULISTA",,
"BARAO DE JAGUARA, SAO PAULO",-46.74900131413594,-23.509282849999998
"LAURO DE GUSMAO SILVEIRA, GUARULHOS",-46.4964572,-23.439725
"POTI, PRAIA GRANDE",-46.4714822,-24.0187208
"ARAGUAIA, BARUERI",-46.8499394,-23.498754
"CARLOS ZACCARIA, LIMEIRA",-47.4516025,-22.5648875
"OSVALDO CRUZ, SAO CAETANO DO SUL",-46.5678505,-23.6319807
"BENTO BRANCO DE ANDRADE FILHO, SAO PAULO",,
"DOUTOR BARROS JUNIOR, SALTO",-47.2904558,-23.2081866
"RIO SANTOS SP 55, CARAGUATATUBA",,
"TENENTE JOSE MARIA DA CUNHA, TABOAO DA SERRA",,
"VICENTE LAUREANO, BOITUVA",-47.6680707,-23.2662642
"CARLOS MARCONDES, SAO JOSE DOS CAMPOS",-45.9410727,-23.2533072
"DO CAPUAVA, COTIA",-46.8985467,-23.6001135
"JOSE SEMIAO RODRIGUES AGOSTINHO, EMBU DAS ARTES",-46.8551933,-23.6662521
"RIO NEGRO, BARUERI",-63.0193316,-0.8848192
"ALVARENGA, SAO PAULO",-45.4494886,-22.9289318
"ROBERTO SIMONSEN, PAULINIA",-47.1350133,-22.7453134
"RUI BARBOSA, GUARATINGUETA",-45.1731274,-22.8044082
"CONSELHEIRO NEBIAS, SANTOS",-46.3237297,-23.9576293
"NACOES UNIDAS, SAO PAULO",-46.6946043,-23.6025397
"DEPUTADO CANTIDIO SAMPAIO, SAO PAULO",-46.6737484,-23.472026
"ALEXANDRE MAGNUSSON, PRADOPOLIS",,
"JOAO MANOEL, ARUJA",-46.33416494237947,-23.397098800000002
"FRANCISCO FOGA, VINHEDO",-47.007775,-23.0675122
"FCO FERREIRA LOPES, MOGI DAS CRUZES",,
"DOUTOR GASTAO VIDIGAL 1946, SAO PAULO",,
"PRES. JUSCELINO KUBITSCHEK, SAO PAULO",,
"FLORIDA, SAO PAULO",-46.5749542,-24.0723927
"QUEIROZ FILHO, SAO PAULO",-46.5037578,-23.6728868
"ENGENHEIRO RENE BENEDITO SILVA, ITAPEVI",-46.9911657,-23.535396
"HADDOCK LOBO, SAO PAULO",-46.6584462,-23.5550569
"OSWALDO CRUZ, FRANCA",-50.8891691,-21.7947372
"SENA MADUREIRA, SAO PAULO",-46.4357532,-23.4498635
"IBATEGUARA, BARUERI",-46.8188302,-23.50142
"MONS ANTONIO PEPE, SAO PAULO",,
"DOMINGOS SILVESTRE, SOROCABA",-47.368199,-23.4082844
"JOAO FERREIRA CAMARGO, BARUERI",-46.8181583,-23.4993826
"SEGUNDA TRAVESSA FAZENDA BOM RETIRO, SAO JOSE DOS CAMPOS",,
"DR NELSON D'AVILA, SAO JOSE DOS CAMPOS",,
"ROSA KANSINSKI, MAUA",,
"CIDADE JARDIM, SAO JOSE DOS CAMPOS",,
"WASHINGTON LUIZ, SAO PAULO",,
"FAGUNDES DE OLIVEIRA, DIADEMA",-46.5836674,-23.6876794
"MIGUEL GIOMETTI, SAO CARLOS",-47.8811226,-22.0057612
"PRESIDENTE JUSCELINO KUBITSCHEK, SAO PAULO",,
"CAMPOS SALES, BARUERI",-46.8768884,-23.4989247
"LOEFGREN, SAO PAULO",-46.63417338297819,-23.463321450000002
"JOSE TESSAROLLO, SAO JOSE DO RIO PRETO",,
"BADY BASSITT, SAO JOSE DO RIO PRETO",,
"JOSE MORENO, AMERICANA",-58.3967953,-34.6129003
"DOS IMIGRANTES, BRAGANCA PAULISTA",-46.5459608,-22.957839
"VER JOSE ANGELO BIAGIONI, BOITUVA",,
"JACARANDA BRASILIANA, SUMARE",,
"MADEIRA, BARUERI",-46.8518744,-23.4957315
"AMALIA, SANTA ROSA DE VITERBO",-47.370632252436266,-21.444218149999998
"JOSE SEMIAO RODRIGUES AGOSTINHO, EMBU DAS ARTES",-46.8551933,-23.6662521
"ANHANGUERA, LIMEIRA",-47.3677319,-22.5577985
"GARCIA LORCA, SAO BERNARDO DO CAMPO",,
"ETSUO AKAI, ATIBAIA",,
"ETSUO AKAI, ATIBAIA",,
"DOM PEDRO I, TAUBATE",,
"REPUBLICA, MARILIA",-50.58768544795784,-22.420898100000002
"DANIELA KEIKO TAGIMA, SUMARE",-47.2721755,-22.7960489
"VIA ANHANGUERA, JUNDIAI",-46.8921064917031,-23.20532705
"RIBEIRAO PIRES, SUZANO",-46.381512029968945,-23.6883483
"XAVIER DE TOLEDO, SANTO ANDRE",,
"ALVARO FRAGOSO, SAO PAULO",-47.0667165,-22.9660213
"INDUBEL, GUARULHOS",-46.4494789,-23.437752
"NESTOR DE HOLANDA, SAO PAULO",-46.5828624,-23.5248501
"NEW JERSEY (C IND ARUJA), ARUJA",,
"DOM AGUIRRE, SAO PAULO",-47.4508618,-23.4965859
"DRONSFIELD, SAO PAULO",-46.7058942,-23.5185135
"GENERAL OSORIO, SAO CAETANO DO SUL",,
"DO COQUEIRO, FERNANDOPOLIS",-50.2672966,-20.3526845
"GOIAS, DIADEMA",-46.5968916,-23.6792694
"ADIB AUADA, COTIA",,
"LUIZ SCAVONE, ITATIBA",-46.8437847,-23.0075367
"QUINZE DE NOVEMBRO 3057, SAO JOSE DO RIO PRETO",,
"GUAPORE, GUARULHOS",-46.5567205,-23.4853628
"FRANCISCO MATARAZZO, SAO PAULO",-47.3929328,-21.4908589
"JOSE LOURENCO, ARACATUBA",-46.8161114,-23.6886567
"ARTHUR BOIGUES FILHO, PRESIDENTE PRUDENTE",-51.4021467644931,-22.1362929
"RIACHUELO, BRAGANCA PAULISTA",-46.5428523,-22.9553777
"DR RAFAEL DE BARROS, SAO PAULO",,
"TAUBATE, ITAQUAQUECETUBA",-46.3705042,-23.4940381
"THOMAS EDISON, SAO PAULO",-46.6641803,-23.5251725
"TENENTE AMARO FELICISSIMO DA SILVEIRA, SAO PAULO",,
"ANTONIO CARLOS DE COUTO BARROS, CAMPINAS",,
"ARAGUAIA, BARUERI",-46.8499394,-23.498754
"IGUATEMI, SAO PAULO",-46.418977389793156,-23.6182115
"AMPERE, BRAGANCA PAULISTA",,
"MERCEDES BENZ, CAMPINAS",-47.118615568922074,-23.00257215
"CORONEL TEOFILO LEME, BRAGANCA PAULISTA",-46.5405266,-22.9549143
"ALFREDO BENINCASA, OSASCO",,
"ARTHUR DE OLIVEIRA, VALENTIM GENTIL",,
"SAO PAULO, SOROCABA",-47.458056,-23.501667
"SULPLAST, RIO CLARO",,
"BARAO DE JUNDIAI, SAO PAULO",-46.98407966033976,-23.18462985
"DEPUTADO DANTE DELMANTO, BOTUCATU",-48.4643088,-22.869084
"LUCAS NOGUEIRA GARCEZ, SAO BERNARDO DO CAMPO",-46.5583537,-23.6907763
"QUINZE DE AGOSTO, SOROCABA",,
"NOVO HORIZONTE, SANTO ANDRE",-46.5547411,-23.6558602
"SETE DE JULHO, SAO PAULO",-47.1359786,-23.5299612
"DOUTOR JOAO EBOLI, SANTOS",-46.3250192,-23.9420024
"FERNANDO DE ALBUQUERQUE, SAO PAULO",,
"JOSE DE CARVALHO, SAO PAULO",-8.3005824,40.3092518
"AMERICO BRASILIENSE, SAO PAULO",-48.1052092,-21.7297099
"ARQUITETO JAIME FONSECA RODRIGUES, SAO PAULO",-46.7035143,-23.5515664
"ANHANGUERA, AMERICANA",-47.3109419,-22.6865253
"LUIZ OMETTO, SANTA BARBARA D'OESTE",-47.4260747,-22.7230348
"PROFESSORA ELZA ORSI AVALONE, TATUI",,
"VICINAL ZELINDO BELOMO, TIETE",,
"DOUTOR HAMILTON PRADO, FRANCO DA ROCHA",-46.725211,-23.3236096
"HADDOCK LOBO, SAO PAULO",-46.6584462,-23.5550569
"MARIA COELHO AGUIAR, SAO PAULO",,
"URUSSUI, SAO PAULO",-46.6768963,-23.5843221
"TABAPUA, SAO PAULO",-49.0332398,-20.9648397
"ENGENHEIRO EUZEBIO STEVAUX, SAO PAULO",,
"ALFREDO EGIDIO DE SOUZA ARANHA, SAO PAULO",,
"VEREADOR JOSE NANCI, SANTO ANDRE",-46.5147935,-23.6523964
"DOUTOR COSTA JUNIOR, SAO PAULO",,
"ARISTEU MARCICANO, CORDEIROPOLIS",-47.4682158,-22.4850233
"SEVERINO TESCAROLLO, ITATIBA",-46.8447361,-23.0621269
"BAHIA, BARUERI",-38.4456401,-12.9859541
"ANDRE DE ALMEIDA, SAO PAULO",-46.6444967,-23.6598922
"SAO JOAO, FERRAZ DE VASCONCELOS",,
"WERNER VON SIEMENS, SAO PAULO",,
"LEONARDO TOGNOL, SAO PAULO",-46.4825607,-23.6093134
"AMANCIO CESARINO, CAMPINAS",-47.0818833,-22.925542
"MADEIRA, BARUERI",-46.8518744,-23.4957315
"ELOI MENDES, SAO PAULO",-46.505174,-23.5922224
"DOMINGOS DE MORAIS, SAO PAULO",-47.7608634,-21.123079
"JOAO AMBIEL, INDAIATUBA",-47.21829030878435,-23.068760599999997
"DA CONGREGACAO, EMBU DAS ARTES",-46.85403596223257,-23.6532713
"CEL ALVARO CASTRO, VARZEA PAULISTA",,
"JOAO LEONARDO FUSTAINO, PIRACICABA",-47.60321,-22.66611
"MARECHAL RONDON, BOTUCATU",-48.4587017,-22.8887672
"RIO NEGRO, BARUERI",-63.0193316,-0.8848192
"ARCIPRESTE ANDRADE, SAO PAULO",,
"CONSELHEIRO RODRIGUES ALVES, SANTOS",-46.3234098,-23.9558704
"ENGENHEIRO REBOUCAS, SAO CAETANO DO SUL",-46.5703241,-23.6280848
"BRIGADEIRO FARIA LIMA, SAO PAULO",,
"BARTOLOMEU DE GUSMAO, JANDIRA",,
"PLACIDO VIEIRA, SAO PAULO",-46.71279,-23.6514905
"MAJOR JOSE INACIO, SAO CARLOS",,
"MANOEL SILVEIRA CAMARGO, ITU",-47.3066065,-23.2610296
"JOAO OSWALDO CARDOSO, TAUBATE",,
"BRASIL, PRAIA GRANDE",-46.402778,-24.005833
"PROFESSOR SEBASTIAO SOARES DE FARIA, SAO PAULO",,
"DOMINGOS BERTAGLIA, SAO BERNARDO DO CAMPO",-46.5669024,-23.6862993
"UTA YOSHIKAWA, ARUJA",,
"RAPOSO TAVARES, SOROCABA",-47.3833662,-23.4962649
"ROBERT KENNEDY, SAO BERNARDO DO CAMPO",-46.5733304,-23.7185925
"SUELI APARECIDA LEITE NOGUEIRA, ATIBAIA",-46.5712158,-23.163623
"SISA, GUARULHOS",-46.4731654,-23.4732659
"BONNARD (GREEN VALLEY I), BARUERI",,
"JOAO XXIII (JD NAZARETH), SAO BERNARDO DO CAMPO",,
"ALBINO TRIQUES, SAO CARLOS",-47.9207225,-21.9992521
"GENERAL MOTORS, INDAIATUBA",,
"SABINA BAPTISTA DE CAMARGO, HORTOLANDIA",-47.1973906,-22.8714006
"ROBERT KENNEDY, SAO BERNARDO DO CAMPO",-46.5733304,-23.7185925
"JOAQUIM SEVERINO, SAO PAULO",-47.0163625,-22.9323827
"PROFESSOR FRANCISCO MORATO, SAO PAULO",-46.7451447,-23.2799587
"SAMUEL AIZEMBERG, SAO BERNARDO DO CAMPO",-46.5898685,-23.7105213
"DAS TRES CRUZES, SAO PAULO",-49.8706126,-20.2782699
"MIRACATU, SAO PAULO",-47.4535128,-24.2839078
"LUIZ CARLOS BRUNELLO, VALINHOS",-47.0217345,-23.0095031
"LUIZ CARLOS BRUNELLO, VALINHOS",-47.0217345,-23.0095031
"TAMOIOS, SAO PAULO",-45.6051759,-23.4447724
"CONSELHEIRO SARAIVA, SANTOS",-46.3251116,-23.9431521
"LAFAIETE BRASIL DE ALMEIDA, SALTO",-47.2798642,-23.2159367
"VERA CRUZ, BARUERI",-46.8990464,-23.5039672
"DAS NACOES UNIDAS, SAO PAULO",-46.6946043,-23.6025397
"HUMAITA, ARACATUBA",-50.4345411,-21.2079964
"VICENTE BELLINI, PIRACICABA",-47.5655558,-22.7779301
"MINAS GERAIS, DIADEMA",-44.0562472,-19.9954898
"SERRA DO RONCADOR, SAO JOSE DOS CAMPOS",,
"ANTONIO PINHEIRO DE MORAIS, DOBRADA",,
"LEONARDO CAVALCANTI, JUNDIAI",-46.8885893,-23.1827786
"SALMAO, SAO JOSE DOS CAMPOS",-45.9050241,-23.2196247
"OROS, SAO JOSE DOS CAMPOS",-45.9122583,-23.2358812
"CAPITAO JOSE PINTO SIQUEIRA, PIRACICABA",-47.5934012,-22.7330939
"RIO NEGRO, BARUERI",-63.0193316,-0.8848192
"FORTE DO RIO BRANCO, SAO PAULO",,
"CEL J A OLIVEIRA SALLES, SAO CARLOS",,
"CLIMACO BARBOSA, SAO PAULO",-46.6206493,-23.5629388
"PADRE JOSE DE ANCHIETA, ARARAQUARA",,
"PADRE JOSE DE ANCHIETA, ARARAQUARA",,
"BENTO PEDRO DA COSTA, GUARUJA",,
"NICOLA DEMARCHI, SAO BERNARDO DO CAMPO",-46.5557155,-23.7421962
"TEGULA, ATIBAIA",-46.67631729835835,-23.0471848
"MARCONI, LINS",-49.7414273,-21.6651681
"INCONFIDENCIA, SAO JOSE DOS CAMPOS",-45.8884293,-23.1954835
"IGUATEMI, SAO PAULO",-46.418977389793156,-23.6182115
"SAO JOAO, CUBATAO",-41.6707028,-21.1399756
"DR. ROBERTO MOREIRA, PAULINIA",,
"RUA TOCANTINIA, SAO PAULO",-46.5865925,-23.6415773
"SAO BENEDITO DO FOGIO, JACAREI",,
"VASCO JOAQUIM SMITH DE VASCONCELOS, CAMPINAS",-47.0816883,-22.9330651
"TENENTE ALBERTO SPICCIATI, SAO PAULO",-46.6723287,-23.5190687
"ANTONIO FELAMINGO, VALINHOS",-47.0473704,-22.9890135
"ANA MARIA MARTINEZ, SANTO ANDRE",,
"VISCONDE DE TAUNAY, SAO PAULO",,
"FRANCISCA EMIILIA, SAO PAULO",,
"BRIGADEIRO FARIA LIMA, SAO PAULO",,
"DOUTOR ALFREDO DE CASTRO, SAO PAULO",,
